"VOL"	"VOLJ"	"VOLQ"
18.1765329722	18.7223040949	20.3646186335
18.1231211241	17.7984509251	17.2622289511
18.0267230907	16.3030742753	16.1332113107
17.2057201056	15.3882137759	15.5255516343
19.3695759924	16.7182098318	18.3802550567
17.1969637212	16.2442837156	17.2353515985
17.7241137916	17.2317792517	17.1203437917
17.2944190208	15.8843349068	16.6669091401
17.470491388	15.3641123977	16.8551813982
16.1498378983	13.1472904612	15.6012614531
16.7740602842	14.4230964821	15.5086448779
18.5417153526	17.2153398311	18.5540378889
20.0944359175	19.0291421836	19.8158585998
19.5618854131	18.3320013774	17.7131366713
19.2589074566	18.4277187063	20.1977164553
18.4509674474	16.6629259136	17.8855835828
20.4582337378	18.3891106399	19.6143190348
18.8991549148	18.1939683622	19.9814583911
16.8327435075	16.990464713	18.7612193209
16.3872484992	16.1880929528	17.8850416195
17.0434071889	17.4056840078	18.7971980838
16.1873353526	14.4414953077	16.8184456409
15.6693799332	11.833032659	13.0781945376
16.9720675111	15.1806169456	16.0668334749
19.1266563136	17.2570035319	19.4533781776
19.3585341754	16.9028050758	18.5335424625
21.5516285496	19.4802597811	20.1442177594
21.7587725871	20.6168240706	20.9903258975
21.8200171304	20.6700043623	21.6358988412
19.9900423085	18.6721268744	19.6380808657
18.1223443626	17.2656949423	18.4544019026
17.0073882459	14.8938017204	17.2494692953
17.6764622101	16.7706966062	17.4938713105
16.5471831125	17.3608550016	17.5129378141
15.1336065036	14.6423622788	18.8696919892
13.5933196417	11.9614203809	15.0914451671
11.8922993507	10.8989818839	12.3719969593
12.9792532877	11.3093549053	14.874765085
13.2525228835	10.0072486302	13.4098884284
14.2012719789	12.7478370304	14.754422718
13.6390791171	14.4037521116	14.0637227305
13.4863734289	12.5546065488	11.944629052
13.3058904489	9.8681948227	11.1977633977
13.8880929566	12.3213850067	13.8194375469
14.5353434757	13.6643526293	14.9182149824
14.2270370612	11.9699489905	13.6694506986
13.9279040761	13.8643051684	14.5464302004
15.5458094922	15.8959039789	15.4938533744
17.1028315286	17.7287858103	18.6680621028
16.3770032224	16.4426582273	17.8485416373
15.9922044218	14.0712909853	14.7548208802
17.1087386592	15.0603369214	15.9055684402
17.6512137478	15.6631332073	17.0522838584
17.6538328172	18.1289527652	18.2660043146
16.6832498412	17.8887371637	18.6728109572
15.305531634	14.9279931726	17.5729848736
14.3195009831	12.7877164232	13.0553330776
14.4053019566	12.107440994	13.1649766486
14.4842521561	13.5984482771	15.9549228982
14.0636282626	12.0090024876	14.3949805786
12.8584560571	10.9501498295	13.9343271549
13.0860805015	14.4201934438	16.3693368261
12.0045389739	13.5897899096	15.1533367919
10.1860556759	11.2654176894	11.2305040843
11.6172375556	11.7897245077	11.8953155341
13.6887086068	11.9049896003	13.6439356193
13.4339843303	11.6735261414	14.1251999412
14.297034008	14.518163804	15.5499969183
14.5631142042	13.6598936396	14.249444216
14.462636831	12.31610567	12.8322807377
14.9756193359	13.1153849658	14.8811074394
13.2281979392	11.8856206242	12.7763373734
11.7223121602	11.6820077126	11.700749822
10.988282058	10.6323597054	11.9456987648
12.6780557077	12.0987220557	13.0086293827
13.1879117244	13.4444662146	15.8594941185
13.1708257104	12.6744878153	15.176984815
15.1370107561	14.5434709767	15.0800799684
16.5389693478	16.6532639951	15.3514687031
17.5778333136	17.049090127	17.523751158
17.101844839	15.821528298	17.2895009478
17.1815774639	15.4422459511	16.353068953
16.9303511141	16.2555602655	17.1338698692
17.6041430019	17.1916134874	18.166043312
17.3397375674	15.3263700856	17.4882543394
17.397222218	16.3586599867	17.8351820647
18.1118957978	17.6659505236	18.1721698844
20.4871702842	19.5667184188	19.3851257499
20.0732084475	18.5900566876	19.1596501799
20.6831061094	19.2984072947	21.3427199232
21.9311965536	20.1818451959	21.4651039503
19.8731129437	17.8698724488	18.6347104915
18.8870897878	18.4831658733	18.8844647261
18.9373467112	18.7657221868	21.073085258
19.1222161684	18.205919517	22.2839612374
18.4419961166	16.8004779789	18.2486488717
19.0919098255	17.012484616	17.6643303519
20.4842902986	19.1957898359	19.9359566247
20.1493131966	19.4869774878	20.1466759111
19.1493887473	19.8103031926	20.2410268015
19.0803921474	19.6331294076	20.1894038473
18.9774237315	18.4838204515	18.5255073377
18.5951204971	17.2380193453	17.0952695772
18.1202398412	15.4738698799	16.1724956515
18.9493083777	17.1012271058	17.2513459355
19.4330846221	17.9582462404	17.1747880028
18.9388177502	17.186551866	15.925098325
17.1994059115	15.3040242876	14.0525424022
18.2425007177	16.9683657256	16.4553290302
19.1864508026	16.9975200548	16.4254802264
20.3883877206	17.1688724494	17.7150312537
20.9237898566	19.8632664667	21.0055981934
20.4857838628	20.2765320654	19.5923552627
20.9344768673	20.2555920022	19.765716827
22.6286362817	22.5406746977	24.2559186341
23.3835467107	23.9766267744	26.0840689496
22.9080141853	21.5620943949	24.1434845471
21.9087452385	20.1485252991	22.8028759064
23.3625975594	22.876000135	24.533062705
23.7507675386	22.8000020619	24.7802677328
22.9991666475	21.0444272266	23.349061915
23.9101097677	21.7736734484	24.1372974453
25.0481965385	23.2442106217	25.1928892128
24.378337561	22.9443109328	23.9085559835
24.0729702983	24.1641013804	22.734968973
24.03330376	22.3932053631	22.2289221234
25.8573819761	22.7792350251	24.8463087148
25.247985532	24.5454737364	27.1846385734
26.6352566668	26.2679469323	28.5772601514
26.5706393237	25.0674303642	27.1124521629
27.1020003043	23.8338381778	25.9495915889
25.407451359	22.1617576711	21.7258099887
24.9217137001	22.3908187053	22.9860986468
24.7336224961	21.8527485073	25.6282992548
23.733044213	20.8828150041	24.1866788436
23.7002788761	21.7153498813	24.4057981764
22.0169551843	22.2532215733	23.6781326117
22.3872561117	21.8207079904	22.665252291
23.2468318591	22.0037164455	23.3720385988
22.3031641246	20.59708956	22.8464936989
22.2882789426	18.5334714503	21.4659071838
22.0142923185	18.8125614082	20.8689316677
21.147403764	20.1339433991	20.5697742398
23.1582607822	22.6016035839	22.5155118781
24.5494166858	23.516222821	24.3412964107
25.4438237759	24.2016784812	25.43146408
26.2419657113	23.4613715669	25.4476293145
28.0251788813	25.1381195175	26.426280573
27.1103832179	24.4821257753	26.0235121131
26.0636161013	21.9629934657	25.5023633851
24.045421333	20.345249999	23.3470138301
24.6230735748	24.2465087457	26.0368943072
24.8632535937	25.2916452395	25.6742120389
25.1107771897	24.2685449126	23.6806571676
24.1460380115	23.43034969	22.5463709003
24.6554541615	24.1090924498	24.5693824503
25.803343129	24.2028796484	26.5239434661
25.3210480052	24.5483346202	27.1710669468
24.3512790657	24.8491588249	26.2951505306
23.2398097757	22.7840152024	24.5075273728
23.7241444609	21.8148420646	24.3200068831
26.0353232687	24.2522043325	25.4361786164
25.6097408758	26.4400100575	26.7910897862
25.063915726	25.0954334514	25.6814399254
24.8958915922	22.8567963975	25.5866891795
24.3703393673	23.1188081545	25.53691195
23.8271292384	23.33094276	22.8929259453
24.4649332039	23.2794283617	22.3399911894
23.687565252	22.8605971108	22.6686592849
22.2380979023	20.4431944678	21.8716033803
21.2517328293	18.6501250939	19.5984581859
23.4427655694	21.453116372	21.744249143
23.0893939784	21.8778477559	22.0716295269
22.618359591	22.7316141988	22.2482273796
23.3007725567	22.5400084265	24.117049645
22.6457677274	21.4637610354	23.6131170032
20.9280736606	19.6999045161	20.7981175777
23.32502062	21.6019012651	23.2329287692
22.9606839238	21.175852282	23.0163238851
21.4593501176	20.5116668993	23.1472203339
20.2915284518	18.7965466782	21.8750713427
21.6026410977	19.4070771868	22.0692832518
21.2713155413	20.8821145097	22.1446262998
21.753485771	22.8736738225	23.4722854425
22.0449829683	22.3135898403	23.0481856245
21.9606947779	20.1276998265	20.8756023949
20.6831695911	19.0538943225	19.5515318425
20.4705890117	19.5938982172	20.9078733403
19.2668812869	18.480906785	21.0805823524
18.9119477041	17.8215688645	20.5010875444
18.874718744	18.1218202426	19.8423708377
19.2447445598	19.0777652508	20.6073522484
20.0046662833	20.2414263753	20.9381706722
19.9169518794	20.7151340149	21.0468436088
19.0840575418	18.9154928962	20.1140672061
19.1831364912	16.7070405998	19.5959314411
18.4047333053	16.4088827162	18.4363570721
18.5150431465	18.8862179884	18.2222225423
21.1052367891	21.3631058603	21.5641207421
20.3224822562	20.3357962296	20.1752533424
21.6262169581	20.8966817131	19.2322121201
21.6628109831	20.3742045012	19.7437892188
20.8894316342	19.9240120458	20.0617332717
19.7357968942	19.603144811	21.2685459271
18.6649522425	18.3498091278	19.8446702664
18.9272714656	18.3335516281	17.8497048108
18.6408302137	17.3005167375	17.817158861
19.0348509046	15.5603227378	16.9413415764
18.8620380441	16.6206855703	18.0618215214
17.7582018138	17.6833355663	19.7603378309
17.5865912068	17.5007424849	19.9151530734
17.4569461928	16.8756312559	18.8736735748
18.6928705763	17.5490627771	17.406025111
20.8554312267	20.518518501	20.2285407441
21.0431871878	20.7553777845	21.4478749251
21.7605112375	21.5179825665	22.6879389307
22.2635859944	22.2947487461	23.0692442556
23.4593270587	23.8728061029	22.2072964945
24.3643538925	24.1161240546	23.7067318271
22.8511668654	23.4799577383	23.7518257326
22.2158881701	24.1399220831	22.4762667724
21.506969127	22.4898191792	21.0257920594
21.3643153637	22.0539723757	21.6471236819
20.6308301889	19.8958877919	20.9097801487
22.3502803992	20.6295465845	21.4109599994
22.4509312433	20.5845742334	21.8772735351
22.9625097649	21.3040703952	24.9445821146
22.2889775934	22.1084431949	25.1297478098
21.8275142561	20.7767966791	21.7927009695
22.767427257	20.2312336356	20.8178045959
23.2639014579	21.8411265196	21.6162171178
23.5056807811	22.3836713841	22.2470168841
22.2531214982	21.0609077247	23.2046391724
22.5109651384	21.2180327032	22.4055994067
21.1315412798	20.2621906819	20.3601866072
22.7979670363	20.7973540572	22.6120355119
22.4597998002	19.4819583415	20.2589984649
22.5685806919	21.4656028243	20.8244965736
23.1117992222	22.7704556329	23.5759658262
23.1148278442	21.6541335313	23.814912354
22.7080404892	20.5543261522	21.3280078065
20.6138812777	20.8340311797	20.7436982306
19.8175184359	20.627340169	22.0233781607
21.8397837472	21.5781456957	23.2415075421
22.4863739235	21.7160170737	22.3953071808
22.5862446044	19.9504899514	21.1590792018
23.5966887071	21.123650223	22.3135410898
22.389376973	21.646393941	22.2621277802
22.7772227728	21.6994261979	22.3895548005
22.4970718077	20.961671766	21.25748542
23.5577574081	22.5463723266	24.1901600257
23.9486486406	22.9994169231	25.0256848536
23.8292055026	23.0176469965	23.780490369
24.0573682683	24.1477877229	24.0234715129
24.5508444004	23.5898086646	23.7772076304
23.8058600714	23.1746657293	23.894093882
21.8489699241	22.2416986601	22.5296947225
21.73433214	22.2611011035	21.8584446115
20.5412739422	21.6018474042	20.9543264569
20.1933247515	19.3293856417	20.4071418934
19.9090955897	18.5109230835	20.0829073771
21.6728167003	22.1893561572	22.8038479162
21.4656896916	20.6219149552	21.500495681
21.1880209471	18.535793256	20.2834927491
21.4120801886	19.6960497939	21.0566737511
21.0518283049	20.2304960393	21.3641478721
21.4639082222	20.3030557583	22.9946190166
20.5700062517	18.8692110634	20.8827151928
19.8200976155	18.1861361645	19.7724005212
19.1911291962	17.2131394148	18.6597562381
18.9614604716	17.6232807408	17.5566910945
18.7299738725	17.5731644718	17.8560461459
18.5187869958	17.2163096472	17.2747463023
18.5545182341	17.1931258096	17.0383757727
19.1291528441	18.2630897704	19.3162915175
19.4902985602	18.1336875229	20.4157543726
20.6587642681	19.2375993093	21.8807963886
20.4673930836	19.1057691056	20.8438942223
20.0897427646	18.3323598047	19.3826887806
20.5063698251	19.7758929097	20.8951597138
20.505497928	19.9000689072	20.4197723677
18.8076524367	18.3810439884	19.6625495626
19.8634849023	19.4156944955	22.0339293394
21.1948630392	20.649772101	21.6611309692
20.8044111905	18.6091384893	20.4370543985
20.6277443624	17.7730402107	19.65093184
19.0335146395	17.495896754	16.4858391269
18.6942260448	16.7361848048	15.3694826033
17.6886993803	15.8142204458	16.0435568897
18.3988659	16.3183613043	17.6679485898
18.4186108459	17.449570972	20.5543209185
18.1913308174	18.3289437767	21.4661893014
19.9161736068	19.7393175151	21.28545009
19.4905202791	19.2702556335	20.7353554538
19.5372256525	18.2167986815	19.5896205263
17.8331262582	15.9013072733	17.451699795
16.8628809052	15.3021180272	16.1689763559
19.1377174263	17.7481579931	18.752046662
20.5528472205	18.350169557	20.8465209868
20.044417392	18.9260857695	19.8991045339
21.90705532	21.9526527667	21.0379488008
18.9636093739	16.7995112978	16.7299529102
18.2798826723	15.5327962381	15.8078716203
17.8625515725	16.5998163031	16.4388265869
15.9985922602	14.3669864476	14.4182778797
15.4755380256	13.8280178767	13.8770849082
14.9382346447	13.9390460484	12.7130002608
17.9565443851	17.6240705632	16.4280246338
16.3803314531	15.4006963992	16.3058512474
16.8321951211	14.8465643447	17.1307350074
18.071538169	17.0518079596	18.7561666438
17.98005764	17.0521784417	18.1471518528
19.1752983323	16.736676832	18.4692580172
18.3863809923	15.6003634767	17.0590983557
19.8586744085	18.5544195266	19.5944455766
18.585237438	17.9512109824	19.330102047
18.3261409431	16.5016242493	18.9295382482
18.8030741444	18.5584192154	19.5012890623
18.3620479436	18.3916749438	18.2236209754
